advertiser_id,product_id,conversion_rate
62FIK8F2YT8JSFDBLEC9,dssy07,0.02564102564102564
62FIK8F2YT8JSFDBLEC9,jn3jwp,0.025
62FIK8F2YT8JSFDBLEC9,cmjf2z,0.025
6X20RDH567MX2X3TXYJ7,wp4q03,0.06382978723404255
6X20RDH567MX2X3TXYJ7,kefio1,0.06
6X20RDH567MX2X3TXYJ7,wg58nx,0.058823529411764705
6X20RDH567MX2X3TXYJ7,vr2n94,0.05555555555555555
6X20RDH567MX2X3TXYJ7,wjicrt,0.05
6X20RDH567MX2X3TXYJ7,bcdzas,0.05
6X20RDH567MX2X3TXYJ7,rlkxot,0.047619047619047616
6X20RDH567MX2X3TXYJ7,74jdm3,0.044444444444444446
6X20RDH567MX2X3TXYJ7,ee9fva,0.034482758620689655
6X20RDH567MX2X3TXYJ7,gatqww,0.03125
6X20RDH567MX2X3TXYJ7,j6rdgr,0.029411764705882353
6X20RDH567MX2X3TXYJ7,8qq045,0.02857142857142857
6X20RDH567MX2X3TXYJ7,b9kfv0,0.02631578947368421
6X20RDH567MX2X3TXYJ7,brpoc1,0.02631578947368421
6X20RDH567MX2X3TXYJ7,g39i0s,0.02631578947368421
6X20RDH567MX2X3TXYJ7,i732kf,0.02631578947368421
6X20RDH567MX2X3TXYJ7,6ee4ay,0.02564102564102564
6X20RDH567MX2X3TXYJ7,ften9l,0.02564102564102564
6X20RDH567MX2X3TXYJ7,pz7o5r,0.02564102564102564
6X20RDH567MX2X3TXYJ7,46bx7f,0.025
8C88YB6E8YCGWU07HA7A,6234qb,0.058823529411764705
8C88YB6E8YCGWU07HA7A,bvztih,0.05714285714285714
8C88YB6E8YCGWU07HA7A,2a0ckb,0.05405405405405406
8C88YB6E8YCGWU07HA7A,bcoyek,0.05405405405405406
8C88YB6E8YCGWU07HA7A,t0z4jp,0.05
8C88YB6E8YCGWU07HA7A,5ovinp,0.047619047619047616
8C88YB6E8YCGWU07HA7A,1lkljp,0.046511627906976744
8C88YB6E8YCGWU07HA7A,sb6sgz,0.044444444444444446
8C88YB6E8YCGWU07HA7A,v193z4,0.044444444444444446
8C88YB6E8YCGWU07HA7A,fqrt97,0.03333333333333333
8C88YB6E8YCGWU07HA7A,gwbkag,0.030303030303030304
8C88YB6E8YCGWU07HA7A,lfiesq,0.030303030303030304
8C88YB6E8YCGWU07HA7A,co4zwc,0.029411764705882353
8C88YB6E8YCGWU07HA7A,7436n0,0.029411764705882353
8C88YB6E8YCGWU07HA7A,n3fi2a,0.027777777777777776
8C88YB6E8YCGWU07HA7A,jy0f5p,0.027777777777777776
8C88YB6E8YCGWU07HA7A,mh4kle,0.02702702702702703
8C88YB6E8YCGWU07HA7A,wbywfz,0.02702702702702703
8C88YB6E8YCGWU07HA7A,m80sug,0.02631578947368421
8C88YB6E8YCGWU07HA7A,4oc4gf,0.02631578947368421
AK81O7W3KGPEN8LABG2N,wcq4h6,0.09090909090909091
AK81O7W3KGPEN8LABG2N,e0rj56,0.075
AK81O7W3KGPEN8LABG2N,1g1kgt,0.05714285714285714
AK81O7W3KGPEN8LABG2N,iu5tp1,0.05263157894736842
AK81O7W3KGPEN8LABG2N,ktbn1j,0.05128205128205128
AK81O7W3KGPEN8LABG2N,206qg3,0.05
AK81O7W3KGPEN8LABG2N,kp1ptu,0.043478260869565216
AK81O7W3KGPEN8LABG2N,75w4gi,0.034482758620689655
AK81O7W3KGPEN8LABG2N,secrcs,0.03225806451612903
AK81O7W3KGPEN8LABG2N,0khlye,0.03125
AK81O7W3KGPEN8LABG2N,a5ovyy,0.030303030303030304
AK81O7W3KGPEN8LABG2N,jq0jbw,0.029411764705882353
AK81O7W3KGPEN8LABG2N,fzypme,0.029411764705882353
AK81O7W3KGPEN8LABG2N,gvpi0a,0.029411764705882353
AK81O7W3KGPEN8LABG2N,wqjhd8,0.029411764705882353
AK81O7W3KGPEN8LABG2N,1j6llv,0.02857142857142857
AK81O7W3KGPEN8LABG2N,gaxayt,0.027777777777777776
AK81O7W3KGPEN8LABG2N,jk8t0g,0.027777777777777776
AK81O7W3KGPEN8LABG2N,l8mhnw,0.02702702702702703
AK81O7W3KGPEN8LABG2N,0hk4un,0.02702702702702703
EN1SA43DTN2LIR8DEW5S,ccw4bg,0.09090909090909091
EN1SA43DTN2LIR8DEW5S,v6e38h,0.08823529411764706
EN1SA43DTN2LIR8DEW5S,4c1acx,0.06666666666666667
EN1SA43DTN2LIR8DEW5S,1wfq9r,0.06666666666666667
EN1SA43DTN2LIR8DEW5S,wj217g,0.05454545454545454
EN1SA43DTN2LIR8DEW5S,dw2wro,0.045454545454545456
EN1SA43DTN2LIR8DEW5S,mgc59o,0.0392156862745098
EN1SA43DTN2LIR8DEW5S,6021z5,0.034482758620689655
EN1SA43DTN2LIR8DEW5S,tbfqvr,0.030303030303030304
EN1SA43DTN2LIR8DEW5S,4ozn1k,0.030303030303030304
EN1SA43DTN2LIR8DEW5S,ttsih0,0.030303030303030304
EN1SA43DTN2LIR8DEW5S,lz784w,0.030303030303030304
EN1SA43DTN2LIR8DEW5S,yeoj2v,0.029411764705882353
EN1SA43DTN2LIR8DEW5S,02zmit,0.02857142857142857
EN1SA43DTN2LIR8DEW5S,3lu35j,0.02702702702702703
EN1SA43DTN2LIR8DEW5S,mgkr2e,0.02702702702702703
EN1SA43DTN2LIR8DEW5S,ocfabn,0.02631578947368421
EN1SA43DTN2LIR8DEW5S,e5w4jb,0.02631578947368421
EN1SA43DTN2LIR8DEW5S,xdz4zv,0.02564102564102564
EN1SA43DTN2LIR8DEW5S,k0bd5a,0.02564102564102564
GXLKAA83238FVRU718EX,5gf94k,0.07142857142857142
GXLKAA83238FVRU718EX,h5392m,0.06896551724137931
GXLKAA83238FVRU718EX,6j2s9z,0.05263157894736842
GXLKAA83238FVRU718EX,wheis5,0.05128205128205128
GXLKAA83238FVRU718EX,hxqab8,0.046511627906976744
GXLKAA83238FVRU718EX,ne30bo,0.045454545454545456
GXLKAA83238FVRU718EX,6em8eh,0.041666666666666664
GXLKAA83238FVRU718EX,rnalkh,0.03333333333333333
GXLKAA83238FVRU718EX,7k57e9,0.03225806451612903
GXLKAA83238FVRU718EX,57lqdh,0.03125
GXLKAA83238FVRU718EX,i2oj0g,0.03125
GXLKAA83238FVRU718EX,obvkgm,0.030303030303030304
GXLKAA83238FVRU718EX,st2e0z,0.030303030303030304
GXLKAA83238FVRU718EX,ydglo4,0.029411764705882353
GXLKAA83238FVRU718EX,xw2x6o,0.02857142857142857
GXLKAA83238FVRU718EX,iuwpz8,0.027777777777777776
GXLKAA83238FVRU718EX,yr9pud,0.02702702702702703
GXLKAA83238FVRU718EX,yrhal8,0.02702702702702703
GXLKAA83238FVRU718EX,ogus73,0.02702702702702703
GXLKAA83238FVRU718EX,jll10t,0.02631578947368421
IDOFCO721HTJGDH7332G,u5k73f,0.0625
IDOFCO721HTJGDH7332G,3ql6y1,0.05
IDOFCO721HTJGDH7332G,nhirnc,0.04
IDOFCO721HTJGDH7332G,wpsx4z,0.03773584905660377
IDOFCO721HTJGDH7332G,f1tpkm,0.03333333333333333
IDOFCO721HTJGDH7332G,hiuhwm,0.03125
IDOFCO721HTJGDH7332G,kux6c4,0.029411764705882353
IDOFCO721HTJGDH7332G,i8oip0,0.029411764705882353
IDOFCO721HTJGDH7332G,ntvvfs,0.029411764705882353
IDOFCO721HTJGDH7332G,rxtuug,0.02857142857142857
IDOFCO721HTJGDH7332G,9p0u9m,0.027777777777777776
IDOFCO721HTJGDH7332G,lcqdtk,0.02702702702702703
IDOFCO721HTJGDH7332G,dud4j6,0.02702702702702703
IDOFCO721HTJGDH7332G,uz6mwe,0.02702702702702703
IDOFCO721HTJGDH7332G,knxl52,0.02631578947368421
IDOFCO721HTJGDH7332G,6r9sgw,0.02564102564102564
IDOFCO721HTJGDH7332G,ccpzwi,0.025
IDOFCO721HTJGDH7332G,f4skmk,0.025
IDOFCO721HTJGDH7332G,5mzg98,0.024390243902439025
IDOFCO721HTJGDH7332G,zp37df,0.024390243902439025
IOBPI63RBJIHI5FB7U9O,kl6n8e,0.10714285714285714
IOBPI63RBJIHI5FB7U9O,2phdn9,0.07142857142857142
IOBPI63RBJIHI5FB7U9O,i5zm49,0.05714285714285714
IOBPI63RBJIHI5FB7U9O,e7dyf4,0.05263157894736842
IOBPI63RBJIHI5FB7U9O,5rsuey,0.04878048780487805
IOBPI63RBJIHI5FB7U9O,hgpq4t,0.046511627906976744
IOBPI63RBJIHI5FB7U9O,jvezns,0.045454545454545456
IOBPI63RBJIHI5FB7U9O,81an2b,0.043478260869565216
IOBPI63RBJIHI5FB7U9O,746l38,0.037037037037037035
IOBPI63RBJIHI5FB7U9O,zjwwl3,0.03571428571428571
IOBPI63RBJIHI5FB7U9O,ul0wsx,0.034482758620689655
IOBPI63RBJIHI5FB7U9O,cmfd7a,0.02857142857142857
IOBPI63RBJIHI5FB7U9O,s6qnd2,0.02857142857142857
IOBPI63RBJIHI5FB7U9O,3cidx4,0.027777777777777776
IOBPI63RBJIHI5FB7U9O,fvg640,0.027777777777777776
IOBPI63RBJIHI5FB7U9O,xmqb3k,0.027777777777777776
IOBPI63RBJIHI5FB7U9O,pztq8f,0.027777777777777776
IOBPI63RBJIHI5FB7U9O,u34sqr,0.02702702702702703
IOBPI63RBJIHI5FB7U9O,syh44v,0.02702702702702703
IOBPI63RBJIHI5FB7U9O,mx2p3y,0.02702702702702703
K6Z0X85ZUY0TSF4RCG5J,juivdm,0.05555555555555555
K6Z0X85ZUY0TSF4RCG5J,yoxfpd,0.05128205128205128
K6Z0X85ZUY0TSF4RCG5J,szx7xh,0.04878048780487805
K6Z0X85ZUY0TSF4RCG5J,jknil7,0.043478260869565216
K6Z0X85ZUY0TSF4RCG5J,4ii2l1,0.038461538461538464
K6Z0X85ZUY0TSF4RCG5J,9eec36,0.03225806451612903
K6Z0X85ZUY0TSF4RCG5J,fqt9x1,0.03225806451612903
K6Z0X85ZUY0TSF4RCG5J,qeam0z,0.030303030303030304
K6Z0X85ZUY0TSF4RCG5J,z4zet3,0.030303030303030304
K6Z0X85ZUY0TSF4RCG5J,lvaqgo,0.029411764705882353
K6Z0X85ZUY0TSF4RCG5J,4laamu,0.029411764705882353
K6Z0X85ZUY0TSF4RCG5J,o0l0l0,0.02857142857142857
K6Z0X85ZUY0TSF4RCG5J,7ng79e,0.027777777777777776
K6Z0X85ZUY0TSF4RCG5J,mxkgi3,0.027777777777777776
K6Z0X85ZUY0TSF4RCG5J,vk9vkx,0.027777777777777776
K6Z0X85ZUY0TSF4RCG5J,z195of,0.02702702702702703
K6Z0X85ZUY0TSF4RCG5J,wwzjna,0.02702702702702703
K6Z0X85ZUY0TSF4RCG5J,8if05i,0.02631578947368421
K6Z0X85ZUY0TSF4RCG5J,tpt4he,0.02564102564102564
K6Z0X85ZUY0TSF4RCG5J,fccgmo,0.025
KD9PHCBGYFBRI9ET1O9R,2c1qe9,0.07692307692307693
KD9PHCBGYFBRI9ET1O9R,dhws5i,0.058823529411764705
KD9PHCBGYFBRI9ET1O9R,gmgbcn,0.05263157894736842
KD9PHCBGYFBRI9ET1O9R,w6fd86,0.047619047619047616
KD9PHCBGYFBRI9ET1O9R,60mskh,0.041666666666666664
KD9PHCBGYFBRI9ET1O9R,dm4utw,0.038461538461538464
KD9PHCBGYFBRI9ET1O9R,yvirxs,0.03571428571428571
KD9PHCBGYFBRI9ET1O9R,aosbxv,0.03225806451612903
KD9PHCBGYFBRI9ET1O9R,3xrxgz,0.03125
KD9PHCBGYFBRI9ET1O9R,igp6ou,0.03125
KD9PHCBGYFBRI9ET1O9R,y57foy,0.030303030303030304
KD9PHCBGYFBRI9ET1O9R,iunc66,0.02857142857142857
KD9PHCBGYFBRI9ET1O9R,5putin,0.027777777777777776
KD9PHCBGYFBRI9ET1O9R,40qfw4,0.027777777777777776
KD9PHCBGYFBRI9ET1O9R,ay28n3,0.027777777777777776
KD9PHCBGYFBRI9ET1O9R,vdp1d2,0.02631578947368421
KD9PHCBGYFBRI9ET1O9R,g7ml6l,0.02564102564102564
KD9PHCBGYFBRI9ET1O9R,mq92kf,0.025
KD9PHCBGYFBRI9ET1O9R,847h5q,0.025
KD9PHCBGYFBRI9ET1O9R,hwmszv,0.024390243902439025
LTRZRCI4M19WYVL6Q6L5,1agpfl,0.05555555555555555
LTRZRCI4M19WYVL6Q6L5,6moska,0.05405405405405406
LTRZRCI4M19WYVL6Q6L5,hfpwkq,0.04878048780487805
LTRZRCI4M19WYVL6Q6L5,3evhfu,0.044444444444444446
LTRZRCI4M19WYVL6Q6L5,c0rddk,0.037037037037037035
LTRZRCI4M19WYVL6Q6L5,uts4me,0.034482758620689655
LTRZRCI4M19WYVL6Q6L5,oznoqf,0.03125
LTRZRCI4M19WYVL6Q6L5,d3nam2,0.029411764705882353
LTRZRCI4M19WYVL6Q6L5,uh66dr,0.029411764705882353
LTRZRCI4M19WYVL6Q6L5,cf1etn,0.02857142857142857
LTRZRCI4M19WYVL6Q6L5,kxy963,0.02857142857142857
LTRZRCI4M19WYVL6Q6L5,9te6e2,0.02857142857142857
LTRZRCI4M19WYVL6Q6L5,orf6f6,0.027777777777777776
LTRZRCI4M19WYVL6Q6L5,9ax13p,0.027777777777777776
LTRZRCI4M19WYVL6Q6L5,ok8yl1,0.02702702702702703
LTRZRCI4M19WYVL6Q6L5,5ekai3,0.02702702702702703
LTRZRCI4M19WYVL6Q6L5,c25w0k,0.02702702702702703
LTRZRCI4M19WYVL6Q6L5,fpor4l,0.02631578947368421
LTRZRCI4M19WYVL6Q6L5,2ppn5x,0.02564102564102564
LTRZRCI4M19WYVL6Q6L5,9qfaja,0.02564102564102564
LW045DVYSGRD75TK6U54,5en58l,0.07407407407407407
LW045DVYSGRD75TK6U54,ljtu7j,0.05714285714285714
LW045DVYSGRD75TK6U54,oe15tl,0.04878048780487805
LW045DVYSGRD75TK6U54,zhon08,0.041666666666666664
LW045DVYSGRD75TK6U54,exo4et,0.03333333333333333
LW045DVYSGRD75TK6U54,mhvv97,0.03225806451612903
LW045DVYSGRD75TK6U54,358doq,0.029411764705882353
LW045DVYSGRD75TK6U54,fti2fx,0.029411764705882353
LW045DVYSGRD75TK6U54,4714ya,0.029411764705882353
LW045DVYSGRD75TK6U54,ymxqf6,0.029411764705882353
LW045DVYSGRD75TK6U54,gc03de,0.02857142857142857
LW045DVYSGRD75TK6U54,mr6up9,0.02857142857142857
LW045DVYSGRD75TK6U54,uuqpvr,0.027777777777777776
LW045DVYSGRD75TK6U54,1xrx25,0.027777777777777776
LW045DVYSGRD75TK6U54,isu1fp,0.027777777777777776
LW045DVYSGRD75TK6U54,xsrk9u,0.02702702702702703
LW045DVYSGRD75TK6U54,p770x6,0.02702702702702703
LW045DVYSGRD75TK6U54,tw925s,0.02702702702702703
LW045DVYSGRD75TK6U54,nthicm,0.02702702702702703
LW045DVYSGRD75TK6U54,x3crfu,0.02631578947368421
M0LU6DCI1WILGQBZ6808,jnc0wy,0.05714285714285714
M0LU6DCI1WILGQBZ6808,z4xlup,0.05
M0LU6DCI1WILGQBZ6808,0vdxom,0.04878048780487805
M0LU6DCI1WILGQBZ6808,zn3vgo,0.038461538461538464
M0LU6DCI1WILGQBZ6808,gn65wt,0.038461538461538464
M0LU6DCI1WILGQBZ6808,i51lu3,0.03636363636363636
M0LU6DCI1WILGQBZ6808,6gltaw,0.03333333333333333
M0LU6DCI1WILGQBZ6808,fefhb0,0.03333333333333333
M0LU6DCI1WILGQBZ6808,nb7488,0.03125
M0LU6DCI1WILGQBZ6808,rrv5uy,0.03125
M0LU6DCI1WILGQBZ6808,rh3vqa,0.030303030303030304
M0LU6DCI1WILGQBZ6808,2vjs3s,0.029411764705882353
M0LU6DCI1WILGQBZ6808,2nnq5l,0.02857142857142857
M0LU6DCI1WILGQBZ6808,6h2ypv,0.02857142857142857
M0LU6DCI1WILGQBZ6808,ms4xyi,0.027777777777777776
M0LU6DCI1WILGQBZ6808,oueznu,0.02702702702702703
M0LU6DCI1WILGQBZ6808,5jx14f,0.02702702702702703
M0LU6DCI1WILGQBZ6808,18ifef,0.02631578947368421
M0LU6DCI1WILGQBZ6808,1vbx1w,0.02631578947368421
M0LU6DCI1WILGQBZ6808,md0jnp,0.02631578947368421
OAGTYWN8WFC997VLDJH7,btuhk7,0.0851063829787234
OAGTYWN8WFC997VLDJH7,w5whka,0.06451612903225806
OAGTYWN8WFC997VLDJH7,5g6zwf,0.05555555555555555
OAGTYWN8WFC997VLDJH7,z5odon,0.05128205128205128
OAGTYWN8WFC997VLDJH7,mf4ovp,0.05
OAGTYWN8WFC997VLDJH7,lw6fok,0.047619047619047616
OAGTYWN8WFC997VLDJH7,7y8elo,0.037037037037037035
OAGTYWN8WFC997VLDJH7,t5uu1a,0.034482758620689655
OAGTYWN8WFC997VLDJH7,xnyapp,0.03125
OAGTYWN8WFC997VLDJH7,e5evut,0.030303030303030304
OAGTYWN8WFC997VLDJH7,cvada8,0.030303030303030304
OAGTYWN8WFC997VLDJH7,t2koev,0.030303030303030304
OAGTYWN8WFC997VLDJH7,1c27z6,0.029411764705882353
OAGTYWN8WFC997VLDJH7,zq9p8p,0.02857142857142857
OAGTYWN8WFC997VLDJH7,7iaugr,0.02857142857142857
OAGTYWN8WFC997VLDJH7,5ddp2f,0.027777777777777776
OAGTYWN8WFC997VLDJH7,0ilgbw,0.02702702702702703
OAGTYWN8WFC997VLDJH7,q80d56,0.02631578947368421
OAGTYWN8WFC997VLDJH7,2acwiu,0.02631578947368421
OAGTYWN8WFC997VLDJH7,8wrysl,0.02564102564102564
OY5LNPB5A8FF43ITRZG3,7sioap,0.058823529411764705
OY5LNPB5A8FF43ITRZG3,usjwrm,0.05128205128205128
OY5LNPB5A8FF43ITRZG3,ev95b1,0.045454545454545456
OY5LNPB5A8FF43ITRZG3,dgoroo,0.045454545454545456
OY5LNPB5A8FF43ITRZG3,sq95kv,0.043478260869565216
OY5LNPB5A8FF43ITRZG3,kaw0p8,0.041666666666666664
OY5LNPB5A8FF43ITRZG3,ox3x6n,0.038461538461538464
OY5LNPB5A8FF43ITRZG3,reomya,0.037037037037037035
OY5LNPB5A8FF43ITRZG3,2hil8y,0.034482758620689655
OY5LNPB5A8FF43ITRZG3,rh0j38,0.03125
OY5LNPB5A8FF43ITRZG3,93pozh,0.029411764705882353
OY5LNPB5A8FF43ITRZG3,tll3s0,0.027777777777777776
OY5LNPB5A8FF43ITRZG3,0mwlfl,0.027777777777777776
OY5LNPB5A8FF43ITRZG3,h6bq7e,0.02702702702702703
OY5LNPB5A8FF43ITRZG3,zw152r,0.02564102564102564
OY5LNPB5A8FF43ITRZG3,tjuaf2,0.02564102564102564
OY5LNPB5A8FF43ITRZG3,7d4tc0,0.025
OY5LNPB5A8FF43ITRZG3,wa582u,0.025
OY5LNPB5A8FF43ITRZG3,vj84o4,0.024390243902439025
OY5LNPB5A8FF43ITRZG3,qkce7t,0.024390243902439025
P41C5HK4P2G5GFRMT6ZA,jq8ld9,0.08333333333333333
P41C5HK4P2G5GFRMT6ZA,99h9zg,0.07142857142857142
P41C5HK4P2G5GFRMT6ZA,gmko8q,0.061224489795918366
P41C5HK4P2G5GFRMT6ZA,q4nqfb,0.05405405405405406
P41C5HK4P2G5GFRMT6ZA,hvnf1q,0.05
P41C5HK4P2G5GFRMT6ZA,psjekb,0.038461538461538464
P41C5HK4P2G5GFRMT6ZA,en07j4,0.038461538461538464
P41C5HK4P2G5GFRMT6ZA,2t9l0j,0.03571428571428571
P41C5HK4P2G5GFRMT6ZA,bh9h1a,0.03333333333333333
P41C5HK4P2G5GFRMT6ZA,53qkbw,0.03125
P41C5HK4P2G5GFRMT6ZA,h0lp4d,0.030303030303030304
P41C5HK4P2G5GFRMT6ZA,g8ge1g,0.029411764705882353
P41C5HK4P2G5GFRMT6ZA,g5jprm,0.029411764705882353
P41C5HK4P2G5GFRMT6ZA,nrh68o,0.029411764705882353
P41C5HK4P2G5GFRMT6ZA,ispmql,0.029411764705882353
P41C5HK4P2G5GFRMT6ZA,zwrw18,0.029411764705882353
P41C5HK4P2G5GFRMT6ZA,wcuu5w,0.027777777777777776
P41C5HK4P2G5GFRMT6ZA,5zj8y3,0.027777777777777776
P41C5HK4P2G5GFRMT6ZA,swm4ph,0.027777777777777776
P41C5HK4P2G5GFRMT6ZA,2jp0ee,0.02702702702702703
SOVPFK3BBWKTQM9HOHWJ,whqftd,0.06451612903225806
SOVPFK3BBWKTQM9HOHWJ,iwi7hu,0.06451612903225806
SOVPFK3BBWKTQM9HOHWJ,leua7u,0.05
SOVPFK3BBWKTQM9HOHWJ,8kc2gc,0.047619047619047616
SOVPFK3BBWKTQM9HOHWJ,zfozhl,0.041666666666666664
SOVPFK3BBWKTQM9HOHWJ,0b5rmh,0.041666666666666664
SOVPFK3BBWKTQM9HOHWJ,4f55gk,0.038461538461538464
SOVPFK3BBWKTQM9HOHWJ,tdzpxc,0.03571428571428571
SOVPFK3BBWKTQM9HOHWJ,xxc3zn,0.034482758620689655
SOVPFK3BBWKTQM9HOHWJ,td3xe5,0.034482758620689655
SOVPFK3BBWKTQM9HOHWJ,87lp1s,0.030303030303030304
SOVPFK3BBWKTQM9HOHWJ,g3ivrt,0.029411764705882353
SOVPFK3BBWKTQM9HOHWJ,8dxuq2,0.027777777777777776
SOVPFK3BBWKTQM9HOHWJ,iii41j,0.02702702702702703
SOVPFK3BBWKTQM9HOHWJ,73k7gz,0.02564102564102564
SOVPFK3BBWKTQM9HOHWJ,e5tejo,0.025
SOVPFK3BBWKTQM9HOHWJ,2q9qmd,0.024390243902439025
SOVPFK3BBWKTQM9HOHWJ,8e6tva,0.024390243902439025
SOVPFK3BBWKTQM9HOHWJ,8asss7,0.023809523809523808
SOVPFK3BBWKTQM9HOHWJ,f00j3c,0.023255813953488372
Y0W3K7OV6ZLILW96OO3K,v7owp2,0.08823529411764706
Y0W3K7OV6ZLILW96OO3K,jeou7p,0.05714285714285714
Y0W3K7OV6ZLILW96OO3K,vrs3ig,0.05714285714285714
Y0W3K7OV6ZLILW96OO3K,w6wgxc,0.05263157894736842
Y0W3K7OV6ZLILW96OO3K,4359m8,0.05263157894736842
Y0W3K7OV6ZLILW96OO3K,3wkyh1,0.05128205128205128
Y0W3K7OV6ZLILW96OO3K,vkeqwu,0.05
Y0W3K7OV6ZLILW96OO3K,v5eigl,0.037037037037037035
Y0W3K7OV6ZLILW96OO3K,7qr4to,0.03225806451612903
Y0W3K7OV6ZLILW96OO3K,yti917,0.03125
Y0W3K7OV6ZLILW96OO3K,4iwb4e,0.029411764705882353
Y0W3K7OV6ZLILW96OO3K,fk09kf,0.029411764705882353
Y0W3K7OV6ZLILW96OO3K,roqjli,0.029411764705882353
Y0W3K7OV6ZLILW96OO3K,rnyhun,0.027777777777777776
Y0W3K7OV6ZLILW96OO3K,bvvzi0,0.02702702702702703
Y0W3K7OV6ZLILW96OO3K,tr578b,0.02702702702702703
Y0W3K7OV6ZLILW96OO3K,httzlm,0.02702702702702703
Y0W3K7OV6ZLILW96OO3K,792fmd,0.02702702702702703
Y0W3K7OV6ZLILW96OO3K,ixup0m,0.02702702702702703
Y0W3K7OV6ZLILW96OO3K,63na1f,0.02564102564102564
